f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,label,source_type,source_file,frame_index,auto_label,needs_review,batch_id,scenario
1.0,0.0,0.0,0.0,0.0,0.0,0.8947458863258362,0.325078125,0.421875,-0.0875,0.0,0.0,0.0,0.0,0.0,1.0,0.6557612419128418,0.026728515625,0.625,0.6458333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.583831250667572,0.02197265625,0.925,-0.0416666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,10,AVOID_PERSON,0,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.898304283618927,0.1680078125,0.309375,-0.575,0.0,0.0,0.0,0.0,0.0,1.0,0.2596422135829925,0.7307291666666667,-0.021875,0.2125,0.0,0.0,0.0,0.0,0.0,1.0,0.6825021505355835,0.1030859375,-0.003125,-0.0166666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,40,AVOID_PERSON,1,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9252136945724488,0.147138671875,0.246875,-0.6208333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3779112100601196,0.7858854166666667,-0.003125,0.1958333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6720403432846069,0.116484375,-0.40625,0.5083333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,70,AVOID_PERSON,1,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9174982905387878,0.1457421875,0.175,-0.6208333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.5696298480033875,0.1008203125,-0.146875,-0.0166666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.5221919417381287,0.1152473958333333,-0.475,0.5041666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,100,AVOID_PERSON,1,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9259061813354492,0.0984700520833333,0.121875,-0.7416666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.5841151475906372,0.1168782552083333,-0.53125,0.5041666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.5541925430297852,0.10138671875,-0.203125,-0.0208333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,125,AVOID_PERSON,1,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.916588306427002,0.1124348958333333,0.146875,-0.675,0.0,0.0,0.0,0.0,0.0,1.0,0.3468906879425049,0.741171875,0.00625,0.2416666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.6826186776161194,0.101953125,-0.253125,-0.0208333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,155,AVOID_PERSON,1,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.7443975210189819,0.1124869791666666,0.165625,-0.6625,0.0,0.0,0.0,0.0,0.0,1.0,0.4635293781757355,0.709541015625,-0.025,0.2583333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.5488157272338867,0.115478515625,-0.615625,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,185,AVOID_PERSON,1,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.7606254816055298,0.128369140625,0.209375,-0.6583333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.2648216187953949,0.017705078125,-0.1125,-0.6833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3373822569847107,0.6873209635416667,-0.05625,0.2666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,215,AVOID_PERSON,1,batch_stage2_train_20260506,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.8393393754959106,0.12236328125,0.365625,0.3666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.7674818634986877,0.08876953125,-0.51875,-0.4583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.7261528968811035,0.0730729166666666,-0.38125,0.3625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_06.mp4,10,AVOID_PERSON,1,batch_stage2_train_20260506,occlusion
1.0,0.0,0.0,0.0,0.0,0.0,0.871469259262085,0.0871484375,-0.359375,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.7775147557258606,0.096484375,-0.325,-0.4625,1.0,0.0,0.0,0.0,0.0,0.0,0.7622715830802917,0.1070930989583333,0.3875,0.35,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AVOID_PERSON,real_media,mixkit_table_06.mp4,250,AVOID_PERSON,1,batch_stage2_train_20260506,occlusion
