f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,label,source_type,source_file,frame_index,auto_label,needs_review,batch_id,scenario
1.0,0.0,0.0,0.0,0.0,0.0,0.8150132894515991,0.36322591145833333,0.409375,-0.0375,0.0,0.0,0.0,0.0,0.0,1.0,0.7009512782096863,0.026953125,0.628125,0.6458333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.5648489594459534,0.01982421875,0.93125,-0.05,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,8,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.8698796629905701,0.31201171875,0.415625,-0.1125,0.0,0.0,0.0,0.0,0.0,1.0,0.8034260869026184,0.02830078125,0.9125,-0.016666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.7956488132476807,0.023430989583333332,0.609375,0.65,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,16,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.8034876585006714,0.34364908854166665,0.396875,-0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.48463162779808044,0.1159375,-0.24375,0.5083333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.42106151580810547,0.0400390625,-0.690625,0.6041666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,24,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.7014409899711609,0.34717447916666666,0.45,-0.24166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.5466200709342957,0.23287760416666667,0.45,-0.49166666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.6070340871810913,0.09556966145833333,0.515625,-0.17083333333333334,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,32,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.898304283618927,0.1680078125,0.309375,-0.575,0.0,0.0,0.0,0.0,0.0,1.0,0.25964221358299255,0.7307291666666667,-0.021875,0.2125,0.0,0.0,0.0,0.0,0.0,1.0,0.6825021505355835,0.1030859375,-0.003125,-0.016666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,40,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9287447929382324,0.12589518229166666,0.271875,-0.6375,0.0,0.0,0.0,0.0,0.0,1.0,0.3281099498271942,0.7491015625,-0.046875,0.19166666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.6667452454566956,0.115390625,-0.334375,0.5125,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,48,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9204520583152771,0.12445638020833333,0.25625,-0.6416666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.5432100296020508,0.080078125,0.809375,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.4093635678291321,0.725712890625,-0.01875,0.24166666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,56,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9191173911094666,0.13732421875,0.246875,-0.6291666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.5026280879974365,0.08583333333333333,0.796875,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.41969284415245056,0.787548828125,-0.00625,0.1875,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,64,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9274645447731018,0.14751953125,0.24375,-0.6208333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.4112369120121002,0.7833984375,-0.009375,0.19166666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.6638948917388916,0.11937825520833334,-0.409375,0.5125,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,72,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9209834933280945,0.156884765625,0.228125,-0.6083333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6111727952957153,0.11470377604166666,-0.43125,0.5083333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.5507106781005859,0.09676432291666667,-0.09375,-0.0125,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,80,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9177590608596802,0.15096354166666667,0.2,-0.6125,0.0,0.0,0.0,0.0,0.0,1.0,0.34003281593322754,0.7607421875,-0.040625,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.6101772785186768,0.115390625,-0.44375,0.5083333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,88,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9080075025558472,0.14694010416666667,0.184375,-0.6166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.34770509600639343,0.72515625,-0.025,0.24583333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.61583411693573,0.11796549479166667,-0.45625,0.5083333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,96,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9199283719062805,0.17921875,0.165625,-0.5375,0.0,0.0,0.0,0.0,0.0,1.0,0.6589861512184143,0.1159375,-0.484375,0.5083333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6175738573074341,0.10427083333333333,-0.15625,-0.020833333333333332,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,104,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9117639660835266,0.143203125,0.15625,-0.6083333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.25832051038742065,0.750732421875,-0.021875,0.22083333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6740290522575378,0.11992838541666667,-0.503125,0.5083333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,112,AVOID_PERSON,1,batch_E_real,mixed
1.0,0.0,0.0,0.0,0.0,0.0,0.9302017688751221,0.10658528645833333,0.140625,-0.7166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.2668290436267853,0.7152799479166667,-0.05,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.6802752017974854,0.10255208333333334,-0.19375,-0.020833333333333332,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_table_05.mp4,120,AVOID_PERSON,1,batch_E_real,mixed
