f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,label,source_type,source_file,frame_index,auto_label,needs_review
1.0,0.0,0.0,0.0,0.0,0.0,0.7890698313713074,0.10953450520833333,-0.471875,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.2774478495121002,0.07896158854166667,0.646875,0.0875,0.0,0.0,0.0,0.0,0.0,1.0,0.7172256708145142,0.036569010416666665,-0.196875,-0.04583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,16,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7790961861610413,0.1096875,-0.471875,0.029166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.3646538555622101,0.07916666666666666,0.646875,0.0875,0.0,1.0,0.0,0.0,0.0,0.0,0.2729208171367645,0.057421875,-0.640625,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,32,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8190146088600159,0.11021484375,-0.471875,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.40501075983047485,0.079375,0.646875,0.09166666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.2809540033340454,0.057763671875,-0.640625,0.14583333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,48,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7989834547042847,0.11239583333333333,-0.465625,0.029166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.25032928586006165,0.07791666666666666,0.646875,0.07916666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.26104453206062317,0.056875,-0.640625,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,64,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7853164076805115,0.1105078125,-0.46875,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.655522346496582,0.036474609375,-0.2,-0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.32247763872146606,0.00234375,-0.14375,0.3416666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,80,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7980279326438904,0.11248697916666667,-0.471875,0.029166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.39840447902679443,0.07875,0.646875,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.2978912591934204,0.057763671875,-0.640625,0.14583333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,96,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.800664484500885,0.1107421875,-0.471875,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.31816336512565613,0.07833333333333334,0.646875,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.26789596676826477,0.058229166666666665,-0.6375,0.15416666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,112,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7938038110733032,0.111796875,-0.46875,0.0375,0.0,1.0,0.0,0.0,0.0,0.0,0.2819611430168152,0.07833333333333334,0.646875,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6393888592720032,0.036744791666666665,-0.196875,-0.0375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,128,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7861953973770142,0.107138671875,-0.46875,0.029166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.3926250636577606,0.07875,0.646875,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.611994206905365,0.036569010416666665,-0.196875,-0.0375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,144,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8006706237792969,0.11157552083333333,-0.46875,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.5932517647743225,0.036744791666666665,-0.196875,-0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.254845529794693,0.00224609375,-0.146875,0.3416666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,160,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8091796040534973,0.11248697916666667,-0.471875,0.029166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.2770100235939026,0.07791666666666666,0.646875,0.07916666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.2857576310634613,0.05865885416666667,-0.6375,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,176,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8049830794334412,0.109375,-0.471875,0.0375,0.0,0.0,0.0,0.0,0.0,1.0,0.7446240186691284,0.036569010416666665,-0.196875,-0.0375,0.0,0.0,0.0,0.0,0.0,1.0,0.2538934051990509,0.00224609375,-0.146875,0.3416666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,192,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7998037338256836,0.1069140625,-0.471875,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.36968502402305603,0.07875,0.646875,0.07916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.6872219443321228,0.03515625,-0.19375,-0.03333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,208,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8033790588378906,0.10729166666666666,-0.471875,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.3265860974788666,0.07833333333333334,0.646875,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.2802887260913849,0.05921223958333333,-0.634375,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,224,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.801906943321228,0.108486328125,-0.46875,0.0375,0.0,1.0,0.0,0.0,0.0,0.0,0.2665148377418518,0.05810546875,-0.640625,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.6348347663879395,0.037014973958333336,-0.2,-0.0375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,240,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7942917346954346,0.10625,-0.471875,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.33808329701423645,0.08020182291666667,0.646875,0.09583333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.27257058024406433,0.05796875,-0.6375,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,256,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7858292460441589,0.10765625,-0.471875,0.0375,0.0,0.0,0.0,0.0,0.0,1.0,0.6529436111450195,0.0371875,-0.196875,-0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,AVOID_PERSON,real_media,mixkit_table_01.mp4,272,AVOID_PERSON,0
1.0,0.0,0.0,0.0,0.0,0.0,0.7921215295791626,0.10885416666666667,-0.46875,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.2956070601940155,0.07833333333333334,0.646875,0.07916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.6793182492256165,0.036123046875,-0.196875,-0.0375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,288,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8009949922561646,0.107578125,-0.46875,0.029166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.28924936056137085,0.07810546875,0.64375,0.07916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.6740073561668396,0.0368359375,-0.196875,-0.041666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,304,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.7983077168464661,0.1069140625,-0.46875,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.26670607924461365,0.07625,0.646875,0.07083333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.25150057673454285,0.0645703125,-0.615625,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,320,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.795829713344574,0.1105078125,-0.465625,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.29479989409446716,0.0775,0.646875,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.5676097273826599,0.0368359375,-0.196875,-0.04583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,336,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8012335896492004,0.11104166666666666,-0.465625,0.0375,0.0,0.0,0.0,0.0,0.0,1.0,0.685609757900238,0.036569010416666665,-0.196875,-0.04583333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.2946496307849884,0.003974609375,-0.2625,-0.029166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,352,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.815769374370575,0.11563802083333333,-0.465625,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6850533485412598,0.035768229166666665,-0.19375,-0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3662848174571991,0.00224609375,-0.146875,0.3416666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,368,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8138081431388855,0.11484375,-0.4625,0.025,0.0,1.0,0.0,0.0,0.0,0.0,0.26921385526657104,0.057763671875,-0.640625,0.14583333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.7113932371139526,0.03620442708333333,-0.2,-0.041666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,384,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.8112598061561584,0.115390625,-0.4625,0.029166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.265953928232193,0.05810546875,-0.640625,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.7697965502738953,0.036474609375,-0.196875,-0.0375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_table_01.mp4,400,AVOID_PERSON,1
