f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,label,source_type,source_file,frame_index,auto_label,needs_review
1.0,0.0,0.0,0.0,0.0,0.0,0.7239388227462769,0.9760872395833333,-0.021875,-0.004166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.35923799872398376,0.0748828125,0.440625,-0.5166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.2635800242424011,0.026175130208333335,0.6125,0.2708333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,AVOID_PERSON,real_media,mixkit_space_04.mp4,20,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.628095805644989,0.9140625,-0.0875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5558624863624573,0.54421875,-0.325,-0.17916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,AVOID_PERSON,real_media,mixkit_space_04.mp4,40,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.6484989523887634,0.9405338541666667,-0.053125,-0.004166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.2682594358921051,0.099697265625,0.35,-0.10833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,AVOID_PERSON,real_media,mixkit_space_04.mp4,60,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.6201404929161072,0.9572135416666666,-0.028125,0.0125,1.0,0.0,0.0,0.0,0.0,0.0,0.6396008133888245,0.654677734375,-0.33125,-0.0125,0.0,0.0,0.0,0.0,0.0,1.0,0.3940410017967224,0.096875,0.3125,-0.12916666666666668,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_space_04.mp4,80,AVOID_PERSON,1
1.0,0.0,0.0,0.0,0.0,0.0,0.5698856115341187,0.7498828125,-0.2375,-0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,AVOID_PERSON,real_media,mixkit_space_04.mp4,100,AVOID_PERSON,0
1.0,0.0,0.0,0.0,0.0,0.0,0.5102455615997314,0.21844401041666667,-0.4125,0.4041666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,AVOID_PERSON,real_media,mixkit_space_04.mp4,120,AVOID_PERSON,0
1.0,0.0,0.0,0.0,0.0,0.0,0.5478022694587708,0.19679036458333332,-0.43125,0.3541666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.5130173563957214,0.1544140625,0.19375,0.029166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,AVOID_PERSON,real_media,mixkit_space_04.mp4,140,AVOID_PERSON,0
1.0,0.0,0.0,0.0,0.0,0.0,0.4677272140979767,0.19298502604166667,-0.446875,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.5343180298805237,0.09632486979166667,0.153125,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,AVOID_PERSON,real_media,mixkit_space_04.mp4,160,AVOID_PERSON,0
1.0,0.0,0.0,0.0,0.0,0.0,0.5922432541847229,0.25680338541666664,-0.465625,0.5041666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.7951263785362244,0.09177408854166667,0.1125,-0.07916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,AVOID_PERSON,real_media,mixkit_space_04.mp4,180,AVOID_PERSON,0
1.0,0.0,0.0,0.0,0.0,0.0,0.2847018241882324,0.8075520833333333,-0.121875,0.041666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,0.37685850262641907,0.49666015625,-0.446875,0.07083333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.2705336809158325,0.1028125,0.075,-0.04583333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_space_04.mp4,200,AVOID_PERSON,1
0.0,0.0,0.0,0.0,0.0,1.0,0.28092214465141296,0.09203125,0.090625,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,EXPLORE,real_media,mixkit_space_04.mp4,220,EXPLORE,1
1.0,0.0,0.0,0.0,0.0,0.0,0.5210410356521606,0.18228515625,-0.521875,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.3358769416809082,0.08408203125,0.015625,-0.07916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.2657598555088043,0.09283854166666666,0.803125,0.5166666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,AVOID_PERSON,real_media,mixkit_space_04.mp4,240,AVOID_PERSON,1
