row_id,source_file,frame_index,auto_label,final_label,drop_row,needs_review,detections_json
0,mixkit_table_05.mp4,5,AVOID_PERSON,,0,1,"{""person"": 1, ""keyboard"": 1, ""mouse"": 1, ""potted plant"": 1, ""book"": 2}"
3,mixkit_table_05.mp4,20,AVOID_PERSON,,0,1,"{""person"": 1, ""keyboard"": 1, ""potted plant"": 1, ""book"": 2}"
4,mixkit_table_05.mp4,25,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 2, ""potted plant"": 1, ""mouse"": 1, ""cell phone"": 1}"
6,mixkit_table_05.mp4,35,AVOID_PERSON,,0,1,"{""person"": 1, ""keyboard"": 1, ""book"": 5, ""potted plant"": 1, ""cell phone"": 1}"
7,mixkit_table_05.mp4,40,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 6, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
8,mixkit_table_05.mp4,45,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
9,mixkit_table_05.mp4,50,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""potted plant"": 1, ""keyboard"": 1, ""dining table"": 1}"
10,mixkit_table_05.mp4,55,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""dining table"": 1, ""potted plant"": 1, ""chair"": 1}"
11,mixkit_table_05.mp4,60,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""chair"": 1, ""dining table"": 1, ""knife"": 1}"
12,mixkit_table_05.mp4,65,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1, ""chair"": 1, ""knife"": 1}"
13,mixkit_table_05.mp4,70,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
14,mixkit_table_05.mp4,75,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 3, ""keyboard"": 1, ""dining table"": 1, ""potted plant"": 1}"
15,mixkit_table_05.mp4,80,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1}"
16,mixkit_table_05.mp4,85,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 3, ""potted plant"": 1, ""keyboard"": 1, ""dining table"": 1}"
17,mixkit_table_05.mp4,90,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
18,mixkit_table_05.mp4,95,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""potted plant"": 1, ""dining table"": 1, ""knife"": 1, ""keyboard"": 1}"
19,mixkit_table_05.mp4,100,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 6, ""keyboard"": 1, ""potted plant"": 1}"
20,mixkit_table_05.mp4,105,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""potted plant"": 1, ""keyboard"": 1}"
21,mixkit_table_05.mp4,110,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1}"
22,mixkit_table_05.mp4,115,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""keyboard"": 1}"
23,mixkit_table_05.mp4,120,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
24,mixkit_table_05.mp4,125,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4}"
25,mixkit_table_05.mp4,130,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""dining table"": 1}"
26,mixkit_table_05.mp4,135,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""dining table"": 1}"
27,mixkit_table_05.mp4,140,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1}"
28,mixkit_table_05.mp4,145,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""dining table"": 1, ""keyboard"": 1}"
29,mixkit_table_05.mp4,150,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""potted plant"": 1}"
30,mixkit_table_05.mp4,155,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""dining table"": 1}"
31,mixkit_table_05.mp4,160,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""dining table"": 1}"
32,mixkit_table_05.mp4,165,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""dining table"": 1}"
33,mixkit_table_05.mp4,170,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 3, ""dining table"": 1}"
34,mixkit_table_05.mp4,175,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 2, ""dining table"": 1, ""remote"": 1}"
35,mixkit_table_05.mp4,180,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""dining table"": 1}"
36,mixkit_table_05.mp4,185,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 3, ""dining table"": 1, ""remote"": 1}"
37,mixkit_table_05.mp4,190,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 2, ""dining table"": 1, ""cell phone"": 1}"
38,mixkit_table_05.mp4,195,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""dining table"": 1, ""chair"": 1}"
39,mixkit_table_05.mp4,200,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""dining table"": 1, ""remote"": 1, ""chair"": 1}"
40,mixkit_table_05.mp4,205,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 6, ""dining table"": 1, ""remote"": 1}"
41,mixkit_table_05.mp4,210,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""chair"": 1, ""dining table"": 1, ""remote"": 1}"
42,mixkit_table_05.mp4,215,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 6, ""dining table"": 1, ""chair"": 1}"
43,mixkit_table_05.mp4,220,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 8, ""dining table"": 1, ""chair"": 1, ""cell phone"": 1}"
5,mixkit_table_05.mp4,30,AVOID_PERSON,,0,0,"{""person"": 1, ""keyboard"": 1, ""book"": 2, ""potted plant"": 1}"
1,mixkit_table_05.mp4,10,AVOID_PERSON,,0,0,"{""person"": 1, ""keyboard"": 1, ""mouse"": 1, ""potted plant"": 1, ""book"": 2}"
2,mixkit_table_05.mp4,15,AVOID_PERSON,,0,0,"{""person"": 1, ""mouse"": 1, ""keyboard"": 1, ""book"": 2, ""potted plant"": 1}"
