row_id,final_label,drop_row
0,AVOID_PERSON,0
1,AVOID_PERSON,0
2,AVOID_PERSON,0
3,AVOID_PERSON,0
4,AVOID_PERSON,0
5,AVOID_PERSON,0
6,AVOID_PERSON,0
7,AVOID_PERSON,0
8,AVOID_PERSON,0
9,AVOID_PERSON,0
10,AVOID_PERSON,0
11,AVOID_PERSON,0
12,AVOID_PERSON,0
13,AVOID_PERSON,0
14,AVOID_PERSON,0
15,AVOID_PERSON,0
16,AVOID_PERSON,0
17,AVOID_PERSON,0
18,AVOID_PERSON,0
19,AVOID_PERSON,0
20,AVOID_PERSON,0
21,AVOID_PERSON,0
22,AVOID_PERSON,0
23,AVOID_PERSON,0
24,AVOID_PERSON,0
25,AVOID_PERSON,0
26,AVOID_PERSON,0
27,AVOID_PERSON,0
28,AVOID_PERSON,0
29,AVOID_PERSON,0
30,AVOID_PERSON,0
31,AVOID_PERSON,0
32,AVOID_PERSON,0
33,AVOID_PERSON,0
34,AVOID_PERSON,0
35,AVOID_PERSON,0
36,AVOID_PERSON,0
37,AVOID_PERSON,0
38,AVOID_PERSON,0
39,AVOID_PERSON,0
40,MOVE_TO_CHAIR,0
41,MOVE_TO_CHAIR,0
42,MOVE_TO_CHAIR,0
43,MOVE_TO_CHAIR,0
44,MOVE_TO_CHAIR,0
45,MOVE_TO_CHAIR,0
46,MOVE_TO_CHAIR,0
47,MOVE_TO_CHAIR,0
48,MOVE_TO_CHAIR,0
49,MOVE_TO_CHAIR,0
50,MOVE_TO_CHAIR,0
51,MOVE_TO_CHAIR,0
52,MOVE_TO_CHAIR,0
53,MOVE_TO_CHAIR,0
54,MOVE_TO_CHAIR,0
55,MOVE_TO_CHAIR,0
56,MOVE_TO_CHAIR,0
57,MOVE_TO_CHAIR,0
58,MOVE_TO_CHAIR,0
59,MOVE_TO_CHAIR,0
60,MOVE_TO_CHAIR,0
61,MOVE_TO_CHAIR,0
62,MOVE_TO_CHAIR,0
63,MOVE_TO_CHAIR,0
64,MOVE_TO_CHAIR,0
65,MOVE_TO_CHAIR,0
66,MOVE_TO_CHAIR,0
67,MOVE_TO_CHAIR,0
68,MOVE_TO_CHAIR,0
69,MOVE_TO_CHAIR,0
70,MOVE_TO_CHAIR,0
71,MOVE_TO_CHAIR,0
72,MOVE_TO_CHAIR,0
73,MOVE_TO_CHAIR,0
74,MOVE_TO_CHAIR,0
75,MOVE_TO_CHAIR,0
76,MOVE_TO_CHAIR,0
77,MOVE_TO_CHAIR,0
78,MOVE_TO_CHAIR,0
79,MOVE_TO_CHAIR,0
80,CHECK_TABLE,0
81,CHECK_TABLE,0
82,CHECK_TABLE,0
83,CHECK_TABLE,0
84,CHECK_TABLE,0
85,CHECK_TABLE,0
86,CHECK_TABLE,0
87,CHECK_TABLE,0
88,CHECK_TABLE,0
89,CHECK_TABLE,0
90,CHECK_TABLE,0
91,CHECK_TABLE,0
92,CHECK_TABLE,0
93,CHECK_TABLE,0
94,CHECK_TABLE,0
95,CHECK_TABLE,0
96,CHECK_TABLE,0
97,CHECK_TABLE,0
98,CHECK_TABLE,0
99,CHECK_TABLE,0
100,CHECK_TABLE,0
101,CHECK_TABLE,0
102,CHECK_TABLE,0
103,CHECK_TABLE,0
104,CHECK_TABLE,0
105,CHECK_TABLE,0
106,CHECK_TABLE,0
107,CHECK_TABLE,0
108,CHECK_TABLE,0
109,CHECK_TABLE,0
110,CHECK_TABLE,0
111,CHECK_TABLE,0
112,CHECK_TABLE,0
113,CHECK_TABLE,0
114,CHECK_TABLE,0
115,CHECK_TABLE,0
116,CHECK_TABLE,0
117,CHECK_TABLE,0
118,CHECK_TABLE,0
119,CHECK_TABLE,0
120,EXPLORE,0
121,EXPLORE,0
122,EXPLORE,0
123,EXPLORE,0
124,EXPLORE,0
125,EXPLORE,0
126,EXPLORE,0
127,EXPLORE,0
128,EXPLORE,0
129,EXPLORE,0
130,EXPLORE,0
131,EXPLORE,0
132,EXPLORE,0
133,EXPLORE,0
134,EXPLORE,0
135,EXPLORE,0
136,EXPLORE,0
137,EXPLORE,0
138,EXPLORE,0
139,EXPLORE,0
140,EXPLORE,0
141,EXPLORE,0
142,EXPLORE,0
143,EXPLORE,0
144,EXPLORE,0
145,EXPLORE,0
146,EXPLORE,0
147,EXPLORE,0
148,EXPLORE,0
149,EXPLORE,0
150,EXPLORE,0
151,EXPLORE,0
152,EXPLORE,0
153,EXPLORE,0
154,EXPLORE,0
155,EXPLORE,0
156,EXPLORE,0
157,EXPLORE,0
158,EXPLORE,0
159,EXPLORE,0
160,,1
161,,1
162,,1
163,,1
164,,1
165,,1
166,,1
167,,1
