row_id,final_label,drop_row
0,AVOID_PERSON,1
1,AVOID_PERSON,1
2,AVOID_PERSON,1
3,AVOID_PERSON,1
4,AVOID_PERSON,1
5,AVOID_PERSON,1
6,AVOID_PERSON,1
7,AVOID_PERSON,1
10,AVOID_PERSON,1
11,AVOID_PERSON,1
12,AVOID_PERSON,1
13,AVOID_PERSON,1
14,AVOID_PERSON,1
15,AVOID_PERSON,1
17,AVOID_PERSON,1
18,AVOID_PERSON,1
19,AVOID_PERSON,1
20,AVOID_PERSON,1
21,AVOID_PERSON,1
22,AVOID_PERSON,1
23,AVOID_PERSON,1
24,AVOID_PERSON,1
25,AVOID_PERSON,1
26,AVOID_PERSON,1
27,AVOID_PERSON,1
28,AVOID_PERSON,1
29,AVOID_PERSON,1
30,AVOID_PERSON,1
31,AVOID_PERSON,1
32,AVOID_PERSON,1
33,AVOID_PERSON,1
34,AVOID_PERSON,1
35,AVOID_PERSON,1
36,AVOID_PERSON,1
37,AVOID_PERSON,1
38,AVOID_PERSON,1
39,AVOID_PERSON,1
40,AVOID_PERSON,1
41,AVOID_PERSON,1
42,AVOID_PERSON,1
43,AVOID_PERSON,1
44,AVOID_PERSON,1
45,AVOID_PERSON,1
46,AVOID_PERSON,1
47,AVOID_PERSON,1
48,AVOID_PERSON,1
49,AVOID_PERSON,1
50,AVOID_PERSON,1
51,AVOID_PERSON,1
52,AVOID_PERSON,1
53,AVOID_PERSON,1
54,AVOID_PERSON,1
55,AVOID_PERSON,1
56,AVOID_PERSON,1
57,AVOID_PERSON,1
58,AVOID_PERSON,1
59,AVOID_PERSON,1
60,AVOID_PERSON,1
61,AVOID_PERSON,1
62,AVOID_PERSON,1
63,AVOID_PERSON,1
71,AVOID_PERSON,1
72,AVOID_PERSON,1
73,AVOID_PERSON,1
74,AVOID_PERSON,1
76,AVOID_PERSON,1
77,AVOID_PERSON,1
78,AVOID_PERSON,1
81,AVOID_PERSON,1
82,AVOID_PERSON,1
83,AVOID_PERSON,1
85,AVOID_PERSON,1
86,AVOID_PERSON,1
87,AVOID_PERSON,1
89,AVOID_PERSON,1
91,AVOID_PERSON,1
92,AVOID_PERSON,1
93,AVOID_PERSON,1
95,AVOID_PERSON,1
96,AVOID_PERSON,1
97,AVOID_PERSON,1
98,AVOID_PERSON,1
99,AVOID_PERSON,1
100,AVOID_PERSON,1
103,AVOID_PERSON,1
104,AVOID_PERSON,1
105,AVOID_PERSON,1
106,AVOID_PERSON,1
107,AVOID_PERSON,1
108,AVOID_PERSON,1
109,AVOID_PERSON,1
110,AVOID_PERSON,1
111,AVOID_PERSON,1
112,AVOID_PERSON,1
113,AVOID_PERSON,1
114,AVOID_PERSON,1
116,AVOID_PERSON,1
101,AVOID_PERSON,1
8,AVOID_PERSON,1
79,AVOID_PERSON,1
65,AVOID_PERSON,1
70,AVOID_PERSON,1
84,AVOID_PERSON,1
66,AVOID_PERSON,1
90,AVOID_PERSON,1
75,AVOID_PERSON,0
64,AVOID_PERSON,0
67,AVOID_PERSON,0
9,AVOID_PERSON,0
115,AVOID_PERSON,0
69,AVOID_PERSON,0
