row_id,source_file,frame_index,auto_label,final_label,drop_row,needs_review,detections_json
1,mixkit_table_05.mp4,20,AVOID_PERSON,,0,1,"{""person"": 1, ""keyboard"": 1, ""potted plant"": 1, ""book"": 2}"
3,mixkit_table_05.mp4,40,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 6, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
4,mixkit_table_05.mp4,50,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""potted plant"": 1, ""keyboard"": 1, ""dining table"": 1}"
5,mixkit_table_05.mp4,60,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""chair"": 1, ""dining table"": 1, ""knife"": 1}"
6,mixkit_table_05.mp4,70,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
7,mixkit_table_05.mp4,80,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1}"
8,mixkit_table_05.mp4,90,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
9,mixkit_table_05.mp4,100,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 6, ""keyboard"": 1, ""potted plant"": 1}"
10,mixkit_table_05.mp4,110,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1}"
11,mixkit_table_05.mp4,120,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""potted plant"": 1, ""dining table"": 1}"
12,mixkit_table_05.mp4,130,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1, ""dining table"": 1}"
13,mixkit_table_05.mp4,140,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""keyboard"": 1}"
14,mixkit_table_05.mp4,150,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""potted plant"": 1}"
15,mixkit_table_05.mp4,160,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""dining table"": 1}"
16,mixkit_table_05.mp4,170,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 3, ""dining table"": 1}"
17,mixkit_table_05.mp4,180,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 4, ""dining table"": 1}"
18,mixkit_table_05.mp4,190,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 2, ""dining table"": 1, ""cell phone"": 1}"
19,mixkit_table_05.mp4,200,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""dining table"": 1, ""remote"": 1, ""chair"": 1}"
20,mixkit_table_05.mp4,210,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 5, ""chair"": 1, ""dining table"": 1, ""remote"": 1}"
21,mixkit_table_05.mp4,220,AVOID_PERSON,,0,1,"{""person"": 1, ""book"": 8, ""dining table"": 1, ""chair"": 1, ""cell phone"": 1}"
22,mixkit_table_06.mp4,10,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4, ""laptop"": 1, ""keyboard"": 2, ""cell phone"": 1}"
23,mixkit_table_06.mp4,20,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5, ""keyboard"": 1}"
24,mixkit_table_06.mp4,30,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5}"
25,mixkit_table_06.mp4,40,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5, ""keyboard"": 1, ""remote"": 1}"
26,mixkit_table_06.mp4,50,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4, ""remote"": 1}"
27,mixkit_table_06.mp4,60,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5, ""remote"": 1}"
28,mixkit_table_06.mp4,70,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 5}"
29,mixkit_table_06.mp4,80,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 5, ""remote"": 1}"
30,mixkit_table_06.mp4,90,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 7, ""remote"": 1}"
31,mixkit_table_06.mp4,100,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 5, ""remote"": 2, ""tv"": 1}"
32,mixkit_table_06.mp4,110,AVOID_PERSON,,0,1,"{""person"": 6, ""chair"": 6, ""remote"": 1}"
33,mixkit_table_06.mp4,120,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 6, ""keyboard"": 1, ""book"": 1, ""remote"": 1}"
34,mixkit_table_06.mp4,130,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5, ""remote"": 1}"
35,mixkit_table_06.mp4,140,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5, ""tv"": 1, ""remote"": 2}"
36,mixkit_table_06.mp4,150,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5, ""tennis racket"": 1}"
37,mixkit_table_06.mp4,160,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4, ""remote"": 1}"
38,mixkit_table_06.mp4,170,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5, ""remote"": 1}"
39,mixkit_table_06.mp4,180,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4}"
40,mixkit_table_06.mp4,190,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4, ""remote"": 2}"
41,mixkit_table_06.mp4,200,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5}"
42,mixkit_table_06.mp4,210,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4}"
43,mixkit_table_06.mp4,220,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5}"
44,mixkit_table_06.mp4,230,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4}"
45,mixkit_table_06.mp4,240,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4}"
46,mixkit_table_06.mp4,250,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4}"
47,mixkit_table_06.mp4,260,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4, ""laptop"": 1}"
48,mixkit_table_06.mp4,270,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 5}"
49,mixkit_table_06.mp4,280,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 4}"
50,mixkit_table_06.mp4,290,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 4}"
51,mixkit_table_06.mp4,300,AVOID_PERSON,,0,1,"{""person"": 6, ""chair"": 4}"
52,mixkit_table_06.mp4,310,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 4, ""remote"": 1}"
53,mixkit_table_06.mp4,320,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 4, ""remote"": 1}"
54,mixkit_table_06.mp4,330,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 4}"
55,mixkit_table_06.mp4,340,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 5}"
56,mixkit_table_06.mp4,350,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4, ""remote"": 1}"
57,mixkit_table_06.mp4,360,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4}"
58,mixkit_table_06.mp4,370,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4}"
59,mixkit_table_06.mp4,380,AVOID_PERSON,,0,1,"{""person"": 5, ""chair"": 4, ""remote"": 1, ""tv"": 1}"
60,mixkit_table_06.mp4,390,AVOID_PERSON,,0,1,"{""person"": 4, ""chair"": 4, ""remote"": 1, ""tv"": 1}"
