row_id,source_file,frame_index,auto_label,final_label,drop_row,needs_review,detections_json
0,pexels_2108287.mp4,8,EXPLORE,,0,1,"{""book"": 1}"
5,pexels_2108287.mp4,48,AVOID_PERSON,,0,1,"{""person"": 1, ""tie"": 1}"
6,pexels_2108287.mp4,56,AVOID_PERSON,,0,1,"{""mouse"": 1, ""person"": 2, ""tie"": 1}"
7,pexels_2108287.mp4,64,AVOID_PERSON,,0,1,"{""mouse"": 1, ""tie"": 1, ""person"": 1}"
8,pexels_2108287.mp4,72,AVOID_PERSON,,0,1,"{""mouse"": 1, ""person"": 2, ""tie"": 1}"
9,pexels_2108287.mp4,80,AVOID_PERSON,,0,1,"{""tie"": 2, ""mouse"": 1, ""person"": 1}"
10,pexels_2108287.mp4,88,AVOID_PERSON,,0,1,"{""person"": 2, ""mouse"": 1, ""tie"": 1}"
11,pexels_2108287.mp4,96,AVOID_PERSON,,0,1,"{""person"": 2, ""mouse"": 1}"
12,pexels_2108287.mp4,104,AVOID_PERSON,,0,1,"{""person"": 2, ""tie"": 1, ""mouse"": 1}"
13,pexels_5716999.mp4,8,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""chair"": 4, ""potted plant"": 3, ""dining table"": 1}"
14,pexels_5716999.mp4,16,MOVE_TO_CHAIR,,0,1,"{""chair"": 3, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
16,pexels_5716999.mp4,32,MOVE_TO_CHAIR,,0,1,"{""chair"": 3, ""potted plant"": 3, ""vase"": 2, ""dining table"": 1}"
17,pexels_5716999.mp4,40,MOVE_TO_CHAIR,,0,1,"{""chair"": 3, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
18,pexels_5716999.mp4,48,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""chair"": 3, ""potted plant"": 3, ""dining table"": 1, ""toilet"": 1}"
19,pexels_5716999.mp4,56,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""chair"": 3, ""potted plant"": 3, ""dining table"": 1}"
21,pexels_5716999.mp4,72,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""potted plant"": 3, ""chair"": 3, ""dining table"": 1, ""cup"": 1}"
22,pexels_5716999.mp4,80,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""chair"": 3, ""potted plant"": 3, ""dining table"": 1, ""cup"": 1}"
23,pexels_5716999.mp4,88,MOVE_TO_CHAIR,,0,1,"{""chair"": 3, ""vase"": 1, ""potted plant"": 3, ""dining table"": 1, ""cup"": 1}"
24,pexels_5716999.mp4,96,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""chair"": 3, ""potted plant"": 3, ""dining table"": 1}"
25,pexels_5716999.mp4,104,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""chair"": 3, ""potted plant"": 3, ""dining table"": 1}"
26,pexels_5716999.mp4,112,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""vase"": 1, ""chair"": 5, ""dining table"": 1}"
28,pexels_5716999.mp4,128,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""vase"": 1, ""chair"": 4, ""dining table"": 1}"
29,pexels_5716999.mp4,136,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 5, ""vase"": 1, ""dining table"": 1}"
30,pexels_5716999.mp4,144,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
31,pexels_5716999.mp4,152,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
32,pexels_5716999.mp4,160,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""dining table"": 1, ""potted plant"": 3, ""vase"": 1}"
33,pexels_5716999.mp4,168,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""potted plant"": 3, ""dining table"": 1, ""vase"": 1}"
34,pexels_5716999.mp4,176,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""potted plant"": 3, ""dining table"": 1, ""vase"": 1, ""cup"": 1}"
35,pexels_5716999.mp4,184,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""potted plant"": 3, ""dining table"": 1, ""vase"": 1}"
36,pexels_5716999.mp4,192,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
38,pexels_5716999.mp4,208,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 4, ""vase"": 1, ""dining table"": 1}"
39,pexels_5716999.mp4,216,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 4, ""laptop"": 1, ""vase"": 1, ""dining table"": 1}"
40,pexels_5716999.mp4,224,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""dining table"": 1, ""vase"": 1}"
41,pexels_5716999.mp4,232,MOVE_TO_CHAIR,,0,1,"{""chair"": 4, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
42,pexels_5716999.mp4,240,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 4, ""vase"": 1, ""dining table"": 1}"
43,pexels_5716999.mp4,248,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""vase"": 1, ""chair"": 3, ""dining table"": 1}"
44,pexels_5716999.mp4,256,MOVE_TO_CHAIR,,0,1,"{""vase"": 2, ""chair"": 5, ""potted plant"": 3, ""dining table"": 1, ""laptop"": 1}"
45,pexels_5716999.mp4,264,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""dining table"": 1, ""vase"": 1, ""laptop"": 1}"
46,pexels_5716999.mp4,272,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""vase"": 1, ""chair"": 4, ""dining table"": 1}"
47,pexels_5716999.mp4,280,MOVE_TO_CHAIR,,0,1,"{""chair"": 3, ""vase"": 1, ""potted plant"": 3, ""dining table"": 1}"
48,pexels_5716999.mp4,288,MOVE_TO_CHAIR,,0,1,"{""vase"": 1, ""chair"": 3, ""potted plant"": 4, ""dining table"": 1}"
49,pexels_5716999.mp4,296,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""vase"": 1, ""dining table"": 1}"
50,pexels_5716999.mp4,304,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""vase"": 1, ""dining table"": 1}"
51,pexels_5716999.mp4,312,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""vase"": 1, ""dining table"": 1}"
52,pexels_5716999.mp4,320,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 2, ""vase"": 1, ""dining table"": 1}"
53,pexels_5716999.mp4,328,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""vase"": 2, ""dining table"": 1}"
54,pexels_5716999.mp4,336,MOVE_TO_CHAIR,,0,1,"{""chair"": 2, ""potted plant"": 3, ""dining table"": 1, ""vase"": 1, ""cup"": 1}"
58,pexels_5716999.mp4,368,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 2, ""vase"": 1, ""dining table"": 1}"
59,pexels_5716999.mp4,376,MOVE_TO_CHAIR,,0,1,"{""chair"": 3, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
60,pexels_5716999.mp4,384,MOVE_TO_CHAIR,,0,1,"{""chair"": 2, ""potted plant"": 3, ""vase"": 1, ""dining table"": 1}"
61,pexels_5716999.mp4,392,MOVE_TO_CHAIR,,0,1,"{""chair"": 2, ""potted plant"": 3, ""dining table"": 1, ""vase"": 1, ""cup"": 1}"
62,pexels_5716999.mp4,400,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""dining table"": 1, ""vase"": 2, ""cup"": 1, ""keyboard"": 1}"
63,pexels_5716999.mp4,408,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 4, ""dining table"": 1, ""vase"": 1}"
64,pexels_5716999.mp4,416,MOVE_TO_CHAIR,,0,1,"{""chair"": 3, ""potted plant"": 3, ""dining table"": 1, ""laptop"": 1, ""vase"": 1}"
65,pexels_5716999.mp4,424,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 2, ""dining table"": 1, ""laptop"": 1, ""vase"": 1}"
66,pexels_5716999.mp4,432,MOVE_TO_CHAIR,,0,1,"{""potted plant"": 3, ""chair"": 3, ""vase"": 1, ""dining table"": 1, ""laptop"": 1}"
